Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 01:30:06.123,114560.0,0.003,BTCUSDT
2025-09-30 01:30:06.123,114560.0,0.002,BTCUSDT
2025-09-30 01:30:06.123,114559.9,0.002,BTCUSDT
2025-09-30 01:30:06.123,114559.8,0.003,BTCUSDT
2025-09-30 01:30:06.123,114559.5,0.001,BTCUSDT
2025-09-30 01:30:06.123,114559.5,0.001,BTCUSDT
2025-09-30 01:30:06.123,114559.5,0.001,BTCUSDT
2025-09-30 01:30:06.123,114559.5,0.065,BTCUSDT
2025-09-30 01:30:06.123,114559.4,0.002,BTCUSDT
2025-09-30 01:30:06.123,114559.3,0.002,BTCUSDT
2025-09-30 01:30:06.123,114559.3,0.002,BTCUSDT
2025-09-30 01:30:06.123,114559.3,0.002,BTCUSDT
2025-09-30 01:30:06.123,114559.2,0.001,BTCUSDT
2025-09-30 01:30:06.123,114559.2,0.005,BTCUSDT
2025-09-30 01:30:06.123,114558.8,0.001,BTCUSDT
2025-09-30 01:30:06.123,114558.7,0.002,BTCUSDT
2025-09-30 01:30:06.123,114558.6,0.002,BTCUSDT
2025-09-30 01:30:06.123,114558.5,0.001,BTCUSDT
2025-09-30 01:30:06.123,114558.3,0.001,BTCUSDT
2025-09-30 01:30:06.123,114558.3,0.002,BTCUSDT
2025-09-30 01:30:06.123,114558.3,0.087,BTCUSDT
2025-09-30 01:30:06.123,114558.1,0.002,BTCUSDT
2025-09-30 01:30:06.123,114558.1,0.002,BTCUSDT
2025-09-30 01:30:06.123,114557.8,0.003,BTCUSDT
2025-09-30 01:30:06.123,114557.7,0.001,BTCUSDT
2025-09-30 01:30:06.123,114557.7,0.002,BTCUSDT
2025-09-30 01:30:06.172,114557.5,0.001,BTCUSDT
2025-09-30 01:30:06.261,114557.6,0.001,BTCUSDT
2025-09-30 01:30:06.265,114557.5,0.03,BTCUSDT
2025-09-30 01:30:06.329,114557.5,0.003,BTCUSDT
2025-09-30 01:30:06.376,114557.6,0.004,BTCUSDT
2025-09-30 01:30:06.382,114557.6,0.001,BTCUSDT
2025-09-30 01:30:06.390,114557.5,0.001,BTCUSDT
2025-09-30 01:30:06.401,114557.6,0.002,BTCUSDT
2025-09-30 01:30:06.410,114557.6,0.058,BTCUSDT
2025-09-30 01:30:06.413,114557.6,0.002,BTCUSDT
2025-09-30 01:30:06.437,114557.5,0.002,BTCUSDT
2025-09-30 01:30:06.496,114557.5,0.117,BTCUSDT
2025-09-30 01:30:06.496,114557.5,0.002,BTCUSDT
2025-09-30 01:30:06.496,114557.5,0.003,BTCUSDT
2025-09-30 01:30:06.496,114557.5,0.002,BTCUSDT
2025-09-30 01:30:06.496,114557.5,0.001,BTCUSDT
2025-09-30 01:30:06.496,114557.5,0.022,BTCUSDT
2025-09-30 01:30:06.496,114557.5,0.002,BTCUSDT
2025-09-30 01:30:06.496,114557.4,0.001,BTCUSDT
2025-09-30 01:30:06.496,114557.0,0.002,BTCUSDT
2025-09-30 01:30:06.496,114556.9,0.002,BTCUSDT
2025-09-30 01:30:06.509,114556.3,0.002,BTCUSDT
2025-09-30 01:30:06.528,114556.3,0.008,BTCUSDT
2025-09-30 01:30:06.540,114556.3,0.003,BTCUSDT
2025-09-30 01:30:06.582,114556.3,0.038,BTCUSDT
2025-09-30 01:30:06.582,114556.3,0.002,BTCUSDT
2025-09-30 01:30:06.582,114556.2,0.002,BTCUSDT
2025-09-30 01:30:06.582,114556.2,0.001,BTCUSDT
2025-09-30 01:30:06.582,114556.2,0.001,BTCUSDT
2025-09-30 01:30:06.582,114555.9,0.001,BTCUSDT
2025-09-30 01:30:06.582,114555.8,0.113,BTCUSDT
